employee_index_id,full_name,first_name,last_name,date_of_birth,age,gender,marital_status,nationality,race,work_pass_type,mobile_number,personal_email,work_email,industry,job_title,employment_type,employment_status,employment_start_date,leave_taken,department
656,Justin Rios,Justin,Rios,1998-04-27,27,Male,Married,Vietnamese,Eurasian,S Pass,97511908,rclark@white-berger.com,justin.rios@company.com,Service,Customer Service Officer,Contract,Active,2024-12-07,18,Human Resources
657,Roger Edwards,Roger,Edwards,1982-12-12,43,Female,Married,Indonesian,Chinese,S Pass,96553423,fcastillo@ray.com,roger.edwards@company.com,Service,Service Manager,Contract,Active,2021-06-21,16,IT Support
658,Christopher King,Christopher,King,1982-08-01,43,Female,Divorced,Singaporean,Malay,Citizen / PR,92042886,inelson@yahoo.com,christopher.king@company.com,Wholesale,Warehouse Manager,Part-Time,Probation,2015-12-30,10,Legal
659,Marcus Stewart,Marcus,Stewart,1988-03-02,37,Male,Married,Singaporean,Others,Citizen / PR,90692028,acarlson@yahoo.com,marcus.stewart@company.com,Service,Customer Service Officer,Part-Time,Probation,2019-12-30,19,Sales
660,James Vang,James,Vang,1968-08-03,57,Female,Single,Singaporean,Indian,Citizen / PR,92201713,ytucker@gmail.com,james.vang@company.com,IT,AI Engineer,Contract,Active,2018-09-26,1,Legal
661,Michelle Estes,Michelle,Estes,2002-01-22,23,Male,Single,Singaporean,Eurasian,Citizen / PR,93882314,lisawilson@griffin.com,michelle.estes@company.com,Wholesale,Supplier Relations Officer,Contract,Probation,2017-09-07,12,Product
662,Andrea Brown,Andrea,Brown,2005-10-28,20,Female,Divorced,Singaporean,Eurasian,Citizen / PR,91875389,smithbrittany@hotmail.com,andrea.brown@company.com,Wholesale,Purchasing Executive,Contract,Probation,2021-07-19,16,Legal
663,John Bates,John,Bates,1982-02-13,43,Female,Married,Indian,Chinese,S Pass,95485164,amysmith@yahoo.com,john.bates@company.com,Service,Customer Service Officer,Full-Time,Active,2024-04-07,5,Sales
664,Pamela Jones,Pamela,Jones,1994-02-04,31,Male,Divorced,Myanmar,Indian,Employment Pass (EP),92268655,gallagherrobert@ball.info,pamela.jones@company.com,Wholesale,Purchasing Executive,Part-Time,Probation,2018-02-02,13,IT Support
665,Johnathan Haney,Johnathan,Haney,1992-04-09,33,Male,Single,Singaporean,Malay,Citizen / PR,98415242,jacob92@schneider-cabrera.com,johnathan.haney@company.com,IT,Database Administrator,Full-Time,Active,2016-07-23,14,Marketing
666,Brenda Blair,Brenda,Blair,1968-12-02,57,Male,Divorced,Singaporean,Indian,Citizen / PR,94984213,williamsonjulie@johnson.biz,brenda.blair@company.com,IT,Software Engineer,Part-Time,Resigned,2019-01-20,8,IT Support
667,Joseph Garcia,Joseph,Garcia,1969-11-30,56,Female,Single,Singaporean,Chinese,Citizen / PR,92396952,mathewsjames@gomez-smith.com,joseph.garcia@company.com,Wholesale,Wholesale Manager,Contract,Active,2022-03-26,8,Product
668,Tyler Wilson,Tyler,Wilson,1969-11-16,56,Male,Divorced,Singaporean,Indian,Citizen / PR,92670881,eric00@hotmail.com,tyler.wilson@company.com,IT,System Analyst,Contract,Resigned,2016-12-19,15,Legal
669,Rebecca Adams,Rebecca,Adams,2001-10-04,24,Male,Single,Malaysian,Indian,Employment Pass (EP),97740387,michaelaguirre@yahoo.com,rebecca.adams@company.com,Wholesale,Inventory Coordinator,Contract,Probation,2016-03-07,18,Marketing
670,Darius Wells,Darius,Wells,1994-05-09,31,Female,Single,Singaporean,Indian,Citizen / PR,99940814,christophermason@yahoo.com,darius.wells@company.com,IT,Network Engineer,Contract,Probation,2018-11-13,4,IT Support
671,Michelle Hoover,Michelle,Hoover,2003-01-04,22,Male,Married,Indian,Indian,Employment Pass (EP),90548236,oreed@hotmail.com,michelle.hoover@company.com,IT,Software Engineer,Contract,Probation,2020-03-04,6,Operations
672,Mary Ellison,Mary,Ellison,2004-01-14,21,Male,Divorced,Chinese (PRC),Others,LTVP,94641952,sbarber@wilson.net,mary.ellison@company.com,IT,System Analyst,Full-Time,Active,2019-08-17,15,Marketing
673,Keith Bass,Keith,Bass,2000-02-08,25,Female,Single,Singaporean,Malay,Citizen / PR,93993727,troy24@cox.info,keith.bass@company.com,Wholesale,Warehouse Manager,Contract,Probation,2019-09-26,14,Operations
674,Monique May,Monique,May,1965-06-10,60,Female,Married,Singaporean,Indian,Citizen / PR,92973027,jennifer83@sandoval-rivera.com,monique.may@company.com,Service,Service Manager,Part-Time,Active,2020-10-05,17,Human Resources
675,David Perez,David,Perez,1999-07-18,26,Female,Divorced,Bangladeshi,Malay,S Pass,98107527,davistracy@gmail.com,david.perez@company.com,IT,Project Manager,Full-Time,Probation,2020-01-03,14,Legal
676,Wesley Munoz,Wesley,Munoz,1983-07-01,42,Female,Single,Indian,Others,LTVP,96711705,luke24@baxter-lopez.com,wesley.munoz@company.com,Wholesale,Inventory Coordinator,Part-Time,Active,2017-01-12,14,IT Support
677,Samantha Callahan,Samantha,Callahan,1995-07-17,30,Female,Married,Singaporean,Others,Citizen / PR,95909800,april26@yahoo.com,samantha.callahan@company.com,Service,Service Coordinator,Part-Time,Probation,2024-01-14,9,Operations
678,Timothy Mcdonald,Timothy,Mcdonald,1981-02-21,44,Female,Married,Singaporean,Eurasian,Citizen / PR,96596561,goodmandennis@gmail.com,timothy.mcdonald@company.com,Wholesale,Wholesale Manager,Part-Time,Resigned,2016-07-24,0,Finance
679,Joel Gonzalez,Joel,Gonzalez,2004-04-11,21,Male,Divorced,Singaporean,Indian,Citizen / PR,99691377,daniellemorales@hotmail.com,joel.gonzalez@company.com,IT,Software Engineer,Full-Time,Active,2018-01-10,13,Sales
680,Logan Brown,Logan,Brown,1983-02-16,42,Female,Single,Singaporean,Indian,Citizen / PR,96053951,donaldjones@dixon.info,logan.brown@company.com,IT,Network Engineer,Part-Time,Resigned,2018-10-24,15,Legal
681,Rhonda Alexander,Rhonda,Alexander,1982-05-19,43,Female,Divorced,Singaporean,Others,Citizen / PR,94782623,benderjared@gmail.com,rhonda.alexander@company.com,Wholesale,Inventory Coordinator,Full-Time,Resigned,2019-05-11,2,Human Resources
682,Daniel Marshall,Daniel,Marshall,1994-08-23,31,Female,Married,Singaporean,Malay,Citizen / PR,93862679,april20@yahoo.com,daniel.marshall@company.com,Wholesale,Supplier Relations Officer,Part-Time,Resigned,2024-02-09,5,Legal
683,Kathy Crosby,Kathy,Crosby,1965-01-08,60,Female,Single,Malaysian,Others,Employment Pass (EP),94855239,washingtoncody@alvarez.com,kathy.crosby@company.com,Service,Front Desk Officer,Contract,Active,2017-07-23,13,Marketing
684,Stephanie Gonzalez,Stephanie,Gonzalez,1992-01-21,33,Male,Divorced,Bangladeshi,Indian,LTVP,96374513,curtisjoseph@yahoo.com,stephanie.gonzalez@company.com,Wholesale,Supplier Relations Officer,Contract,Probation,2021-12-25,13,IT Support
685,Damon Glover,Damon,Glover,1999-04-23,26,Male,Divorced,Singaporean,Indian,Citizen / PR,92192378,qarmstrong@hotmail.com,damon.glover@company.com,IT,System Analyst,Full-Time,Active,2022-04-22,18,Operations
686,Ryan Vasquez,Ryan,Vasquez,1976-05-22,49,Male,Divorced,Indonesian,Malay,Work Permit (WP),91660997,smithmarie@yahoo.com,ryan.vasquez@company.com,IT,DevOps Engineer,Full-Time,Probation,2021-11-05,18,Engineering
687,Christy Hoffman,Christy,Hoffman,1989-09-28,36,Male,Divorced,Singaporean,Others,Citizen / PR,99131245,wsampson@reyes.com,christy.hoffman@company.com,IT,System Analyst,Part-Time,Resigned,2025-06-16,1,Sales
688,Austin Gonzales,Austin,Gonzales,1999-08-27,26,Female,Divorced,Singaporean,Others,Citizen / PR,99014664,staceydougherty@yahoo.com,austin.gonzales@company.com,Service,Service Manager,Part-Time,Probation,2022-07-07,19,Engineering
689,Michael Hernandez,Michael,Hernandez,1976-11-12,49,Female,Single,Singaporean,Chinese,Citizen / PR,98394388,albert73@gmail.com,michael.hernandez@company.com,Wholesale,Purchasing Executive,Contract,Resigned,2024-10-14,1,Human Resources
690,David Vasquez,David,Vasquez,2001-01-23,24,Female,Married,Singaporean,Indian,Citizen / PR,91255805,omurphy@farmer.info,david.vasquez@company.com,IT,Software Engineer,Part-Time,Resigned,2019-06-19,1,Legal
691,Matthew Burton,Matthew,Burton,1996-08-12,29,Female,Divorced,Chinese (PRC),Indian,LTVP,97423619,jessica30@hotmail.com,matthew.burton@company.com,Service,Service Coordinator,Contract,Probation,2018-03-30,0,Sales
692,Cheryl Bray,Cheryl,Bray,1970-08-22,55,Female,Married,Singaporean,Indian,Citizen / PR,93484197,maryroberts@gmail.com,cheryl.bray@company.com,Wholesale,Wholesale Manager,Part-Time,Probation,2023-01-11,7,Marketing
693,Deborah Lewis,Deborah,Lewis,1966-03-25,59,Male,Single,Singaporean,Eurasian,Citizen / PR,96124179,richardle@yahoo.com,deborah.lewis@company.com,Wholesale,Inventory Coordinator,Contract,Probation,2024-03-08,13,Operations
694,Ivan Lopez,Ivan,Lopez,1986-08-13,39,Male,Married,Singaporean,Eurasian,Citizen / PR,95313449,nscott@gmail.com,ivan.lopez@company.com,IT,Project Manager,Part-Time,Probation,2018-05-23,11,Sales
695,Jessica Gibson,Jessica,Gibson,1997-04-20,28,Male,Single,Singaporean,Others,Citizen / PR,99875985,dean05@ramirez.net,jessica.gibson@company.com,Wholesale,Wholesale Manager,Contract,Resigned,2022-10-03,0,Engineering
696,Gabriel Johnson,Gabriel,Johnson,1998-08-21,27,Female,Married,Chinese (PRC),Others,Work Permit (WP),92477978,janice20@yahoo.com,gabriel.johnson@company.com,Service,Service Coordinator,Part-Time,Probation,2020-01-17,9,Human Resources
697,Laura Fields,Laura,Fields,1974-01-06,51,Male,Divorced,Singaporean,Others,Citizen / PR,95522551,terrellsteven@hotmail.com,laura.fields@company.com,Wholesale,Purchasing Executive,Full-Time,Active,2020-04-30,3,Legal
698,Robert Wells,Robert,Wells,1986-01-16,39,Female,Married,Vietnamese,Eurasian,S Pass,91699827,hkramer@riggs.com,robert.wells@company.com,Wholesale,Warehouse Manager,Contract,Active,2025-05-01,13,Legal
699,Kendra Ortega,Kendra,Ortega,1985-07-14,40,Female,Married,Singaporean,Indian,Citizen / PR,98569741,flemingdaniel@gmail.com,kendra.ortega@company.com,Wholesale,Purchasing Executive,Full-Time,Probation,2020-07-03,0,Product
700,Andrew Hall,Andrew,Hall,1994-03-07,31,Female,Divorced,Singaporean,Eurasian,Citizen / PR,91963479,huffkatherine@gmail.com,andrew.hall@company.com,Service,Field Service Technician,Contract,Resigned,2020-11-17,14,Sales
701,Jeffery Hunter,Jeffery,Hunter,1994-04-18,31,Male,Married,Chinese (PRC),Chinese,Work Permit (WP),98380256,jennifer39@hotmail.com,jeffery.hunter@company.com,Service,Operations Executive,Contract,Resigned,2024-04-27,11,Finance
702,Kristen Fletcher,Kristen,Fletcher,1987-09-03,38,Female,Single,Filipino,Malay,LTVP,97970276,sortiz@baker-prince.com,kristen.fletcher@company.com,Wholesale,Purchasing Executive,Part-Time,Resigned,2017-04-21,4,Sales
703,Daniel Young,Daniel,Young,1978-04-26,47,Female,Single,Indonesian,Chinese,Work Permit (WP),90281382,dennischristopher@gmail.com,daniel.young@company.com,Wholesale,Warehouse Manager,Part-Time,Probation,2023-01-17,3,Legal
704,Nancy Thomas,Nancy,Thomas,1988-03-10,37,Male,Single,Indonesian,Others,Employment Pass (EP),99559970,rebeccaortiz@kelley-lee.com,nancy.thomas@company.com,Service,Customer Service Officer,Contract,Resigned,2020-08-27,17,Finance
705,Amy Russo,Amy,Russo,1991-05-04,34,Male,Single,Filipino,Eurasian,Employment Pass (EP),90630051,jasmineanderson@martinez.com,amy.russo@company.com,Wholesale,Supplier Relations Officer,Full-Time,Resigned,2020-07-13,3,Finance
706,Joel Lopez,Joel,Lopez,1965-07-16,60,Female,Married,Bangladeshi,Malay,Work Permit (WP),96692150,stacy13@bryant-thomas.com,joel.lopez@company.com,Wholesale,Supplier Relations Officer,Part-Time,Resigned,2024-10-13,7,Legal
707,Jennifer Hickman,Jennifer,Hickman,1976-04-26,49,Male,Single,Singaporean,Others,Citizen / PR,99329783,jperry@yahoo.com,jennifer.hickman@company.com,Service,Operations Executive,Full-Time,Active,2021-06-19,6,Engineering
708,Paula Campbell,Paula,Campbell,1968-12-22,57,Female,Married,Singaporean,Eurasian,Citizen / PR,96101762,marcleach@hotmail.com,paula.campbell@company.com,Wholesale,Sales Executive,Contract,Probation,2017-07-10,4,Sales
709,Anthony Jennings,Anthony,Jennings,1999-12-09,26,Male,Married,Singaporean,Chinese,Citizen / PR,94885403,janet75@yahoo.com,anthony.jennings@company.com,Service,Front Desk Officer,Contract,Resigned,2020-02-14,9,Engineering
710,Heather Heath,Heather,Heath,1969-05-04,56,Female,Divorced,Singaporean,Indian,Citizen / PR,99020322,megan75@gmail.com,heather.heath@company.com,Service,Service Manager,Full-Time,Resigned,2018-01-22,7,Human Resources
711,Hunter Rodriguez,Hunter,Rodriguez,1991-11-23,34,Male,Single,Singaporean,Indian,Citizen / PR,91120588,sarah11@yahoo.com,hunter.rodriguez@company.com,Wholesale,Wholesale Manager,Contract,Probation,2017-01-09,7,Product
712,Crystal Boyer,Crystal,Boyer,1985-07-08,40,Female,Single,Singaporean,Malay,Citizen / PR,96826988,huntlaura@rose.org,crystal.boyer@company.com,Wholesale,Supplier Relations Officer,Part-Time,Resigned,2017-12-13,8,Legal
713,Kelly Harris,Kelly,Harris,1970-07-05,55,Female,Divorced,Singaporean,Others,Citizen / PR,94974010,colemantabitha@davies.org,kelly.harris@company.com,Service,Front Desk Officer,Full-Time,Active,2019-07-11,6,Human Resources
714,William Cameron,William,Cameron,1997-10-19,28,Male,Married,Vietnamese,Indian,LTVP,92631610,millspaul@malone-cooper.com,william.cameron@company.com,Wholesale,Warehouse Manager,Full-Time,Probation,2022-01-20,0,Engineering
715,Denise Johnson,Denise,Johnson,1974-08-16,51,Female,Married,Singaporean,Others,Citizen / PR,93460355,bergerkenneth@gmail.com,denise.johnson@company.com,IT,System Analyst,Part-Time,Active,2018-01-12,18,Engineering
716,Anna Flores,Anna,Flores,1996-04-13,29,Female,Married,Others,Eurasian,S Pass,93845495,monroejamie@haynes.com,anna.flores@company.com,IT,Software Engineer,Full-Time,Active,2017-05-06,9,Sales
717,Aaron Turner,Aaron,Turner,1983-04-03,42,Female,Single,Singaporean,Malay,Citizen / PR,96242496,deniselove@mcintosh.com,aaron.turner@company.com,Service,Front Desk Officer,Full-Time,Active,2019-10-03,13,Product
718,Crystal Blevins,Crystal,Blevins,1988-02-14,37,Female,Divorced,Singaporean,Eurasian,Citizen / PR,98123156,cleonard@yahoo.com,crystal.blevins@company.com,Service,Customer Service Officer,Full-Time,Probation,2022-07-07,17,IT Support
719,Sharon Gonzalez,Sharon,Gonzalez,1995-01-03,30,Male,Divorced,Singaporean,Malay,Citizen / PR,98253168,pwhite@jones-martin.com,sharon.gonzalez@company.com,IT,System Analyst,Full-Time,Resigned,2021-07-05,0,Human Resources
720,Mark Gonzalez,Mark,Gonzalez,1967-06-20,58,Female,Divorced,Singaporean,Indian,Citizen / PR,90642021,danielparrish@hill.com,mark.gonzalez@company.com,Wholesale,Wholesale Manager,Contract,Probation,2022-12-03,3,Engineering
721,Emma Murray,Emma,Murray,1978-07-13,47,Female,Married,Bangladeshi,Others,LTVP,98778511,cdouglas@yahoo.com,emma.murray@company.com,Wholesale,Warehouse Manager,Full-Time,Active,2020-11-10,2,Finance
722,Nathan Wood,Nathan,Wood,1966-04-29,59,Male,Married,Singaporean,Eurasian,Citizen / PR,94327576,arthur18@yahoo.com,nathan.wood@company.com,Service,Field Service Technician,Full-Time,Active,2016-09-06,14,Legal
723,Lauren Perkins,Lauren,Perkins,2004-09-07,21,Female,Married,Singaporean,Eurasian,Citizen / PR,97765226,hectorsloan@hotmail.com,lauren.perkins@company.com,IT,Cloud Architect,Full-Time,Active,2018-10-25,8,Engineering
724,Dylan Mcguire,Dylan,Mcguire,1990-11-15,35,Female,Married,Singaporean,Eurasian,Citizen / PR,93876511,ajohnson@yahoo.com,dylan.mcguire@company.com,Service,Service Coordinator,Full-Time,Resigned,2019-11-26,4,Engineering
725,Emily Marshall,Emily,Marshall,1983-12-17,42,Female,Single,Singaporean,Indian,Citizen / PR,98261760,ybennett@martinez-cooper.info,emily.marshall@company.com,Wholesale,Purchasing Executive,Full-Time,Resigned,2019-06-26,15,Engineering
726,Anthony Winters,Anthony,Winters,2000-07-16,25,Male,Married,Indonesian,Indian,LTVP,91737583,tmoore@gmail.com,anthony.winters@company.com,Wholesale,Sales Executive,Part-Time,Active,2023-09-28,9,Finance
727,John Williamson,John,Williamson,1988-06-29,37,Male,Married,Singaporean,Others,Citizen / PR,99093941,brownderek@hernandez-miller.net,john.williamson@company.com,IT,Software Engineer,Full-Time,Active,2018-01-20,4,Product
728,Jessica Hayes,Jessica,Hayes,1997-11-06,28,Female,Divorced,Singaporean,Chinese,Citizen / PR,91473568,samuellin@yahoo.com,jessica.hayes@company.com,Service,Customer Service Officer,Contract,Active,2016-03-31,3,Product
729,Jessica Peck,Jessica,Peck,1966-08-11,59,Male,Married,Singaporean,Malay,Citizen / PR,98256674,sheri93@larson.com,jessica.peck@company.com,Wholesale,Purchasing Executive,Full-Time,Active,2025-01-21,14,IT Support
730,Austin Lopez,Austin,Lopez,1986-06-19,39,Male,Married,Singaporean,Others,Citizen / PR,93871304,eriktaylor@harrison.com,austin.lopez@company.com,Service,Service Coordinator,Part-Time,Resigned,2019-08-09,15,Sales
731,Michelle Knight,Michelle,Knight,1969-08-25,56,Female,Divorced,Singaporean,Eurasian,Citizen / PR,90016109,robertjohnson@hotmail.com,michelle.knight@company.com,Wholesale,Wholesale Manager,Part-Time,Resigned,2021-07-12,15,Finance
732,Nathaniel Long,Nathaniel,Long,1980-08-18,45,Female,Single,Singaporean,Eurasian,Citizen / PR,91293208,jeffersonclaudia@chan-white.com,nathaniel.long@company.com,Service,Field Service Technician,Contract,Active,2015-12-15,18,Legal
733,Vanessa Davis,Vanessa,Davis,1968-11-06,57,Female,Married,Bangladeshi,Malay,LTVP,93653944,shelbystephens@cunningham.biz,vanessa.davis@company.com,Wholesale,Supplier Relations Officer,Part-Time,Resigned,2022-09-24,15,Legal
734,Patricia Hall,Patricia,Hall,1976-02-11,49,Female,Single,Singaporean,Eurasian,Citizen / PR,96728755,markcontreras@hubbard-barnes.org,patricia.hall@company.com,IT,System Analyst,Full-Time,Probation,2022-04-21,7,Product
735,Kara Powell,Kara,Powell,1975-12-03,50,Female,Single,Thai,Malay,Work Permit (WP),92554800,kristinewilliams@robinson.com,kara.powell@company.com,IT,AI Engineer,Part-Time,Active,2024-11-10,1,Product
736,Dorothy Callahan,Dorothy,Callahan,1997-03-24,28,Male,Married,Singaporean,Chinese,Citizen / PR,92045007,andrewthompson@serrano-flores.com,dorothy.callahan@company.com,Service,Service Manager,Contract,Active,2025-07-28,19,Operations
737,Christine Vargas,Christine,Vargas,1993-10-05,32,Male,Divorced,Vietnamese,Indian,Employment Pass (EP),98589232,walshdanielle@olsen.com,christine.vargas@company.com,Service,Service Manager,Part-Time,Probation,2020-02-17,7,Sales
738,James Phillips,James,Phillips,2005-03-12,20,Male,Married,Singaporean,Others,Citizen / PR,98729363,gibbsheather@cooper-miranda.com,james.phillips@company.com,Service,Front Desk Officer,Part-Time,Resigned,2018-12-15,18,Finance
739,Christina Diaz,Christina,Diaz,1993-04-27,32,Male,Single,Indian,Malay,Work Permit (WP),94679366,rileymelissa@mejia.net,christina.diaz@company.com,Wholesale,Inventory Coordinator,Part-Time,Resigned,2018-04-14,2,Sales
740,Jason Rodriguez,Jason,Rodriguez,1994-10-26,31,Female,Married,Myanmar,Chinese,Work Permit (WP),90024156,qgonzalez@yahoo.com,jason.rodriguez@company.com,IT,System Analyst,Full-Time,Probation,2020-02-29,15,Operations
741,Chad Williams,Chad,Williams,1969-08-13,56,Male,Married,Singaporean,Indian,Citizen / PR,95469063,maureenadams@gmail.com,chad.williams@company.com,Wholesale,Warehouse Manager,Contract,Probation,2024-02-07,2,Marketing
742,Cathy Ramirez,Cathy,Ramirez,1978-11-02,47,Female,Divorced,Singaporean,Eurasian,Citizen / PR,94342789,joelthompson@george.com,cathy.ramirez@company.com,IT,AI Engineer,Full-Time,Active,2016-12-03,17,Engineering
743,Kathryn Mcbride,Kathryn,Mcbride,1972-06-24,53,Male,Married,Singaporean,Malay,Citizen / PR,99686027,stevenstodd@smith-cobb.com,kathryn.mcbride@company.com,IT,IT Manager,Part-Time,Resigned,2020-03-24,10,Product
744,Hannah Hill,Hannah,Hill,1966-07-05,59,Male,Single,Singaporean,Malay,Citizen / PR,93515899,tgreen@yahoo.com,hannah.hill@company.com,Wholesale,Sales Executive,Part-Time,Resigned,2019-03-16,13,IT Support
745,Charles Johnson,Charles,Johnson,1969-07-08,56,Female,Single,Singaporean,Eurasian,Citizen / PR,91043092,gutierrezrenee@cunningham.com,charles.johnson@company.com,Wholesale,Supplier Relations Officer,Contract,Active,2025-02-18,13,IT Support
746,Frederick Cuevas,Frederick,Cuevas,2005-04-08,20,Female,Single,Bangladeshi,Malay,S Pass,97680418,taylorandrea@yahoo.com,frederick.cuevas@company.com,IT,AI Engineer,Full-Time,Resigned,2022-06-01,12,IT Support
747,Hannah Randall,Hannah,Randall,1995-05-16,30,Male,Divorced,Singaporean,Eurasian,Citizen / PR,90956161,bautistascott@garner.info,hannah.randall@company.com,Service,Front Desk Officer,Part-Time,Resigned,2016-04-12,4,Finance
748,David Price,David,Price,1973-05-27,52,Female,Divorced,Singaporean,Chinese,Citizen / PR,91908642,johnsonanna@yahoo.com,david.price@company.com,Wholesale,Inventory Coordinator,Contract,Resigned,2022-07-11,16,Marketing
749,Nicholas Hogan,Nicholas,Hogan,2002-05-30,23,Female,Married,Singaporean,Eurasian,Citizen / PR,98151087,pfisher@gmail.com,nicholas.hogan@company.com,Service,Front Desk Officer,Part-Time,Resigned,2018-08-23,2,Legal
750,Maxwell Weber,Maxwell,Weber,2000-02-27,25,Male,Married,Indian,Malay,S Pass,91542583,caserobert@mcgee.biz,maxwell.weber@company.com,Service,Front Desk Officer,Contract,Active,2017-02-23,15,IT Support
751,Scott Valentine,Scott,Valentine,1975-06-09,50,Female,Married,Singaporean,Chinese,Citizen / PR,95861479,fieldsmary@gmail.com,scott.valentine@company.com,Wholesale,Purchasing Executive,Full-Time,Resigned,2019-11-08,13,IT Support
752,Kristine Ramirez,Kristine,Ramirez,1998-12-18,27,Male,Divorced,Filipino,Malay,LTVP,93588253,rivasrichard@harris.biz,kristine.ramirez@company.com,Wholesale,Inventory Coordinator,Part-Time,Active,2016-12-04,18,IT Support
753,Joseph Cooper,Joseph,Cooper,1997-06-01,28,Male,Divorced,Singaporean,Chinese,Citizen / PR,90915304,matthew23@gmail.com,joseph.cooper@company.com,IT,Project Manager,Part-Time,Active,2017-10-17,2,Finance
754,Jessica Hughes,Jessica,Hughes,1994-08-06,31,Male,Divorced,Singaporean,Others,Citizen / PR,90103028,loganjason@white-davis.org,jessica.hughes@company.com,IT,Project Manager,Part-Time,Resigned,2023-11-02,0,IT Support
755,Dana West,Dana,West,1978-04-04,47,Male,Single,Singaporean,Chinese,Citizen / PR,93293611,yrobinson@moody.com,dana.west@company.com,IT,AI Engineer,Contract,Resigned,2018-12-04,3,IT Support
756,Teresa James,Teresa,James,1971-11-08,54,Male,Divorced,Vietnamese,Malay,LTVP,95507455,hoffmancarl@watson.com,teresa.james@company.com,IT,DevOps Engineer,Contract,Active,2025-06-04,19,Legal
757,Kimberly Fuller,Kimberly,Fuller,2003-10-30,22,Male,Divorced,Indian,Chinese,LTVP,95917452,tannersandra@hotmail.com,kimberly.fuller@company.com,IT,Database Administrator,Contract,Resigned,2015-12-03,17,Finance
758,Lance Simpson,Lance,Simpson,1982-08-08,43,Female,Divorced,Indonesian,Indian,LTVP,95741455,drodgers@johnson-flores.com,lance.simpson@company.com,Wholesale,Inventory Coordinator,Full-Time,Resigned,2017-03-24,18,Product
759,Joseph Morris,Joseph,Morris,1995-08-27,30,Female,Divorced,Singaporean,Malay,Citizen / PR,99159180,agarcia@foster.com,joseph.morris@company.com,IT,Network Engineer,Contract,Probation,2023-04-16,18,Finance
760,Ashley Costa,Ashley,Costa,2005-06-01,20,Male,Single,Singaporean,Malay,Citizen / PR,96631630,bparks@hotmail.com,ashley.costa@company.com,IT,AI Engineer,Part-Time,Resigned,2022-07-13,11,Legal
761,Mary Rodriguez,Mary,Rodriguez,1976-01-08,49,Male,Single,Malaysian,Eurasian,Employment Pass (EP),93448605,mosselizabeth@gmail.com,mary.rodriguez@company.com,Service,Service Coordinator,Part-Time,Probation,2023-04-11,10,Sales
762,Jeffrey Valdez,Jeffrey,Valdez,1972-10-25,53,Female,Married,Singaporean,Malay,Citizen / PR,90667143,pattersonanthony@adams.biz,jeffrey.valdez@company.com,Wholesale,Warehouse Manager,Part-Time,Active,2021-01-07,18,Product
763,Ashlee Jackson,Ashlee,Jackson,1967-01-25,58,Female,Single,Singaporean,Eurasian,Citizen / PR,90430921,csanchez@gmail.com,ashlee.jackson@company.com,IT,Cloud Architect,Full-Time,Active,2023-08-30,10,Finance
764,Diane Wolfe,Diane,Wolfe,1994-09-28,31,Female,Single,Singaporean,Malay,Citizen / PR,99789010,alisongrant@yahoo.com,diane.wolfe@company.com,IT,Software Engineer,Full-Time,Probation,2023-03-08,3,Sales
765,Danielle Mitchell,Danielle,Mitchell,1971-09-04,54,Male,Single,Singaporean,Others,Citizen / PR,96978231,ljones@wagner.com,danielle.mitchell@company.com,IT,Network Engineer,Full-Time,Probation,2019-07-14,11,Marketing
766,Michelle Weaver,Michelle,Weaver,1987-04-08,38,Female,Single,Singaporean,Chinese,Citizen / PR,98343831,julie21@gmail.com,michelle.weaver@company.com,Wholesale,Wholesale Manager,Part-Time,Resigned,2016-12-12,19,Finance
767,Hannah Taylor,Hannah,Taylor,1994-06-29,31,Female,Married,Singaporean,Eurasian,Citizen / PR,92273978,morrowmadeline@luna-guerrero.com,hannah.taylor@company.com,IT,Software Engineer,Full-Time,Resigned,2020-05-01,16,Legal
768,Taylor Jones,Taylor,Jones,1975-09-04,50,Female,Divorced,Indonesian,Others,Employment Pass (EP),92854289,cheyennealvarado@walters.com,taylor.jones@company.com,Service,Customer Service Officer,Contract,Resigned,2017-07-22,12,IT Support
769,Thomas Anderson,Thomas,Anderson,1971-03-09,54,Male,Single,Singaporean,Chinese,Citizen / PR,90785352,brussell@hotmail.com,thomas.anderson@company.com,IT,IT Manager,Full-Time,Resigned,2018-11-10,19,Operations
770,Robert Bryant,Robert,Bryant,1974-11-29,51,Male,Divorced,Filipino,Malay,LTVP,96665996,ashley81@king-obrien.biz,robert.bryant@company.com,IT,IT Manager,Part-Time,Resigned,2018-05-17,4,Finance
771,Austin Mckay,Austin,Mckay,2005-06-06,20,Male,Divorced,Singaporean,Malay,Citizen / PR,90963446,emiller@gmail.com,austin.mckay@company.com,Wholesale,Inventory Coordinator,Part-Time,Active,2019-11-21,15,Legal
772,Rhonda Smith,Rhonda,Smith,1982-10-16,43,Female,Married,Singaporean,Indian,Citizen / PR,97145425,uhenderson@gmail.com,rhonda.smith@company.com,Wholesale,Purchasing Executive,Part-Time,Resigned,2024-09-27,18,Marketing
773,Jacob Myers,Jacob,Myers,1974-01-05,51,Female,Single,Singaporean,Indian,Citizen / PR,90372119,kellyshepherd@yahoo.com,jacob.myers@company.com,Service,Service Manager,Part-Time,Resigned,2022-06-19,8,Marketing
